fips,county,state,uninsured_population,total_population,hospital_count,uninsured_rate,hospitals_per_100k,uninsured_z,hospitals_z,access_risk_score,estimated_patient_load,priority_score,priority_rank,risk_tier
28065,Jefferson Davis,MS,2728,11019,0,24.757237498865596,0.0,2.221239092384241,-0.6963150673878609,2.9175541597721018,1101.9,1.761551495863261,57,Critical
13193,Macon,GA,8044,32547,0,24.715027498694194,0.0,2.2134535098950403,-0.6963150673878609,2.909768577282901,3254.7000000000003,1.7784081463697408,49,Critical
48323,Maverick,TX,1762,7143,0,24.667506649867,0.0,2.2046883479192387,-0.6963150673878609,2.9010034153070996,714.3000000000001,1.7477450491842597,60,Critical
02188,Northwest Arctic,AK,847,3439,0,24.629252689735388,0.0,2.1976324521378157,-0.6963150673878609,2.8939475195256765,343.90000000000003,1.739807511715406,61,Critical
13111,Fannin,GA,7048,28636,0,24.612376030171813,0.0,2.1945195730892295,-0.6963150673878609,2.8908346404770904,2863.6000000000004,1.7631367842862542,56,Critical
48127,Dimmit,TX,10579,43126,0,24.530445670825024,0.0,2.179407619322964,-0.6963150673878609,2.8757226867108248,4312.6,1.7685596120264948,53,Critical
13281,Towns,GA,9500,38786,0,24.493373897798172,0.0,2.1725697764954477,-0.6963150673878609,2.8688848438833086,3878.6000000000004,1.760116906329985,58,Critical
13185,Lowndes,GA,12897,52708,0,24.4687713440085,0.0,2.168031865782425,-0.6963150673878609,2.8643469331702858,5270.8,1.7713161599021714,52,Critical
02230,Skagway,AK,15293,62540,0,24.453149984010235,0.0,2.165150525190951,-0.6963150673878609,2.8614655925788117,6254.0,1.779419355547287,47,Critical
28011,Bolivar,MS,5233,21424,0,24.425877520537714,0.0,2.1601201529287666,-0.6963150673878609,2.8564352203166274,2142.4,1.7352851321899765,62,Critical
48217,Hill,TX,2447,10022,0,24.416284174815406,0.0,2.1583506721383103,-0.6963150673878609,2.854665739526171,1002.2,1.7228214437157026,63,Critical
48051,Burleson,TX,540,2212,0,24.412296564195298,0.0,2.1576151622759174,-0.6963150673878609,2.8539302296637783,221.20000000000002,1.714570137798267,67,Critical
28149,Warren,MS,12132,49806,0,24.358511022768344,0.0,2.1476944854740827,-0.6963150673878609,2.8440095528619436,4980.6,1.7562117317171662,59,Critical
48195,Hansford,TX,3883,15998,0,24.271783972996623,0.0,2.1316977880729717,-0.6963150673878609,2.8280128554608326,1599.8000000000002,1.7128057132764996,68,Critical
56013,Fremont,WY,8019,33201,0,24.15288696123611,0.0,2.109767380846674,-0.6963150673878609,2.806082448234535,3320.1000000000004,1.716850468940721,65,Critical
28107,Panola,MS,7287,30216,0,24.116362192216044,0.0,2.103030432233786,-0.6963150673878609,2.799345499621647,3021.6000000000004,1.709823299772988,69,Critical
48241,Jasper,TX,9833,40797,0,24.102262421256466,0.0,2.100429746864469,-0.6963150673878609,2.79674481425233,4079.7000000000003,1.718843888551398,64,Critical
13177,Lee,GA,9514,39484,0,24.095836288116708,0.0,2.0992444545298796,-0.6963150673878609,2.7955595219177405,3948.4,1.7168197131506444,66,Critical
40085,Love,OK,1633,6792,0,24.04299175500589,0.0,2.089497345551749,-0.6963150673878609,2.78581241293961,679.2,1.678279447763766,74,Critical
40005,Atoka,OK,1837,7653,0,24.003658695936235,0.0,2.0822424113016686,-0.6963150673878609,2.7785574786895295,765.3000000000001,1.6747874872137176,76,Critical
12069,Lake,FL,3717,15505,0,23.972911963882616,0.0,2.0765712144832666,-0.6963150673878609,2.7728862818711275,1550.5,1.6792367691226766,73,Critical
13049,Charlton,GA,9343,39020,0,23.94413121476166,0.0,2.0712626407928547,-0.6963150673878609,2.7675777081807156,3902.0,1.6995666249084294,70,Critical
35029,Luna,NM,3021,12630,0,23.919239904988125,0.0,2.066671469394627,-0.6963150673878609,2.762986536782488,1263.0,1.6704219220694927,78,Critical
40137,Stephens,OK,2365,9893,0,23.905791974123115,0.0,2.0641910151270735,-0.6963150673878609,2.7605060825149343,989.3000000000001,1.6661966495089604,79,Critical
13121,Fulton,GA,5805,24312,0,23.87709772951629,0.0,2.058898397087638,-0.6963150673878609,2.755213464475499,2431.2000000000003,1.6774400786852994,75,Critical
13125,Glascock,GA,8407,35284,0,23.826663643577824,0.0,2.04959589211851,-0.6963150673878609,2.7459109595063707,3528.4,1.6828305757038224,72,Critical
40001,Adair,OK,2008,8428,0,23.825344091124823,0.0,2.0493525022954833,-0.6963150673878609,2.745667569683344,842.8000000000001,1.6558285418100065,82,Critical
02185,North Slope,AK,6592,27681,0,23.81416856327445,0.0,2.0472911899622415,-0.6963150673878609,2.7436062573501023,2768.1000000000004,1.6738447544100614,77,Critical
13197,Marion,GA,1041,4380,0,23.767123287671232,0.0,2.038613746881249,-0.6963150673878609,2.73492881426911,438.0,1.6453372885614659,85,Critical
48239,Jackson,TX,3315,13975,0,23.72093023255814,0.0,2.0300934948189227,-0.6963150673878609,2.7264085622067835,1397.5,1.6498201373240702,83,Critical
13247,Rockdale,GA,1677,7080,0,23.686440677966104,0.0,2.0237319389979866,-0.6963150673878609,2.7200470063858475,708.0,1.6391082038315083,87,Critical
12085,Martin,FL,5772,24373,0,23.681943133795595,0.0,2.0229023725209405,-0.6963150673878609,2.7192174399088014,2437.3,1.6559034639452808,81,Critical
48415,Scurry,TX,15792,66909,0,23.602205981258127,0.0,2.008194953046561,-0.6963150673878609,2.7045100204344217,6690.900000000001,1.689615012260653,71,Critical
56025,Natrona,WY,9773,41418,0,23.596021053648172,0.0,2.007054150774552,-0.6963150673878609,2.703369218162413,4141.8,1.6634395308974477,80,Critical
48313,Madison,TX,5492,23295,0,23.575874651212704,0.0,2.0033381716846432,-0.6963150673878609,2.699653239072504,2329.5,1.6430869434435025,86,Critical
48507,Zavala,TX,6132,26012,0,23.57373519913886,0.0,2.0029435523874395,-0.6963150673878609,2.6992586197753003,2601.2000000000003,1.64556717186518,84,Critical
13265,Taliaferro,GA,4793,20355,0,23.547040039302384,0.0,1.9980196630691425,-0.6963150673878609,2.6943347304570033,2035.5,1.6369558382742018,88,Critical
48465,Val Verde,TX,1107,4710,0,23.503184713375795,0.0,1.9899306022729861,-0.6963150673878609,2.686245669660847,471.0,1.6164574017965083,93,Critical
56023,Lincoln,WY,4929,20992,0,23.480373475609756,0.0,1.9857230975919367,-0.6963150673878609,2.6820381649797973,2099.2000000000003,1.6302148989878782,89,Critical
48003,Andrews,TX,4943,21053,0,23.478839120315396,0.0,1.9854400876496605,-0.6963150673878609,2.6817551550375214,2105.3,1.6301060930225129,90,Critical
48309,McLennan,TX,1896,8105,0,23.39296730413325,0.0,1.969601137029695,-0.6963150673878609,2.665916204417556,810.5,1.6076547226505336,95,Critical
48059,Callahan,TX,1504,6439,0,23.357664233576642,0.0,1.9630895291921104,-0.6963150673878609,2.6594045965799715,643.9000000000001,1.602081757947983,97,Critical
48283,La Salle,TX,7738,33237,0,23.281282907602975,0.0,1.9490010877898898,-0.6963150673878609,2.645316155177751,3323.7000000000003,1.6204266931066504,92,Critical
56039,Teton,WY,9960,42795,0,23.273746933052927,0.0,1.9476110865755407,-0.6963150673878609,2.6439261539634016,4279.5,1.6291506923780408,91,Critical
48307,McCulloch,TX,2467,10612,0,23.247267244628723,0.0,1.942726940693574,-0.6963150673878609,2.639042008081435,1061.2,1.594037204848861,99,Critical
48503,Young,TX,8748,37701,0,23.20362855096682,0.0,1.934677837451544,-0.6963150673878609,2.630992904839405,3770.1000000000004,1.616296742903643,94,Critical
48497,Wise,TX,3372,14597,0,23.100637117215868,0.0,1.9156811944784804,-0.6963150673878609,2.6119962618663415,1459.7,1.5817947571198048,100,Critical
32009,Esmeralda,NV,2809,12177,0,23.06807916564014,0.0,1.9096759204523508,-0.6963150673878609,2.6059909878402117,1217.7,1.5757715927041271,102,Critical
40049,Garvin,OK,10052,43658,0,23.02441705987448,0.0,1.901622498876649,-0.6963150673878609,2.59793756626451,4365.8,1.602420539758706,96,Critical
48319,Mason,TX,4768,20730,0,23.00048239266763,0.0,1.8972077790203639,-0.6963150673878609,2.5935228464082245,2073.0,1.5768437078449347,101,Critical
56017,Hot Springs,WY,1416,6161,0,22.983281934750853,0.0,1.8940351757647536,-0.6963150673878609,2.5903502431526144,616.1,1.5603711458915688,105,Critical
40091,McIntosh,OK,3512,15305,0,22.946749428291408,0.0,1.887296799990712,-0.6963150673878609,2.583611867378573,1530.5,1.5654721204271436,103,Critical
48427,Starr,TX,11735,51181,0,22.92843047224556,0.0,1.883917891134236,-0.6963150673878609,2.580232958522097,5118.1,1.599320775113258,98,Critical
48181,Grayson,TX,1014,4438,0,22.84812978819288,0.0,1.8691065289666768,-0.6963150673878609,2.565421596354538,443.8,1.5436909578127227,110,Critical
48041,Brazos,TX,2552,11178,0,22.830560028627662,0.0,1.8658658084773385,-0.6963150673878609,2.5621808758651996,1117.8,1.5484865255191196,106,Critical
49021,Iron,UT,1391,6093,0,22.82947644838339,0.0,1.8656659434372722,-0.6963150673878609,2.561981010825133,609.3000000000001,1.5432816064950796,111,Critical
56011,Crook,WY,982,4304,0,22.815985130111525,0.0,1.8631774864160182,-0.6963150673878609,2.559492553803879,430.40000000000003,1.5399995322823274,113,Critical
13143,Haralson,GA,8574,37741,0,22.717998993137435,0.0,1.8451040642622138,-0.6963150673878609,2.5414191316500747,3774.1000000000004,1.5625924789900447,104,Critical
13021,Bibb,GA,3229,14236,0,22.681933127282942,0.0,1.8384517597724157,-0.6963150673878609,2.5347668271602766,1423.6000000000001,1.5350960962961657,114,Critical
12055,Highlands,FL,542,2391,0,22.668339606859057,0.0,1.8359444516902304,-0.6963150673878609,2.5322595190780914,239.10000000000002,1.5217467114468548,118,Critical
56001,Albany,WY,5351,23617,0,22.657407799466487,0.0,1.8339280932949378,-0.6963150673878609,2.5302431606827986,2361.7000000000003,1.5417628964096792,112,Critical
13073,Columbia,GA,3311,14617,0,22.651706916603953,0.0,1.8328765724797922,-0.6963150673878609,2.529191639867653,1461.7,1.5321319839205918,115,Critical
48225,Houston,TX,6334,27981,0,22.63678924984811,0.0,1.830125027239271,-0.6963150673878609,2.526440094627132,2798.1000000000004,1.5438450567762791,109,Critical
38103,Wells,ND,2741,12113,0,22.628580863535046,0.0,1.8286110005042773,-0.6963150673878609,2.524926067892138,1211.3,1.5270686407352827,116,Critical
56031,Platte,WY,7410,32774,0,22.60938548849698,0.0,1.8250704372452593,-0.6963150673878609,2.52138550463312,3277.4,1.5456053027798722,108,Critical
51109,Louisa,VA,2140,9484,0,22.564318852804725,0.0,1.8167579518562986,-0.6963150673878609,2.5130730192441595,948.4000000000001,1.5173278115464957,120,Critical
13079,Crawford,GA,4864,21614,0,22.50393263625428,0.0,1.805619788666175,-0.6963150673878609,2.501934856054036,2161.4,1.5227749136324216,117,Critical
48343,Morris,TX,3064,13629,0,22.481473328930957,0.0,1.8014771971213752,-0.6963150673878609,2.4977922645092363,1362.9,1.5123043587055416,121,Critical
48371,Pecos,TX,3517,15682,0,22.426986353781405,0.0,1.7914271417342331,-0.6963150673878609,2.4877422091220938,1568.2,1.508327325473256,122,Critical
72035,Cayey,PR,2666,11971,0,22.27048701027483,0.0,1.7625610307788082,-0.6963150673878609,2.458876098166669,1197.1000000000001,1.4872966589000014,124,Critical
40147,Washington,OK,972,4365,0,22.268041237113405,0.0,1.7621099109346756,-0.6963150673878609,2.4584249783225367,436.5,1.4794199869935218,128,Critical
13205,Mitchell,GA,2163,9723,0,22.24622030237581,0.0,1.7580850664262384,-0.6963150673878609,2.454400133814099,972.3000000000001,1.4823630802884593,127,Critical
48053,Burnet,TX,10271,46178,0,22.242193252198017,0.0,1.7573422819860571,-0.6963150673878609,2.453657349373918,4617.8,1.5183724096243507,119,Critical
05007,Benton,AR,3085,13884,0,22.21982137712475,0.0,1.7532158172119814,-0.6963150673878609,2.4495308845998425,1388.4,1.4836025307599054,125,Critical
22109,Terrebonne,LA,1547,6970,0,22.195121951219512,0.0,1.7486600385566804,-0.6963150673878609,2.4449751059445415,697.0,1.4739550635667247,130,Critical
41041,Lincoln,OR,1708,7698,0,22.18758118991946,0.0,1.747269154432195,-0.6963150673878609,2.443584221820056,769.8000000000001,1.4738485330920337,131,Critical
29181,Ripley,MO,755,3409,0,22.147257260193605,0.0,1.739831455311263,-0.6963150673878609,2.436146522699124,340.90000000000003,1.4650969136194743,134,Critical
37187,Washington,NC,1781,8042,0,22.14623228052723,0.0,1.7396423990755387,-0.6963150673878609,2.4359574664633996,804.2,1.4696164798780398,132,Critical
40021,Cherokee,OK,4258,19253,0,22.11603386485223,0.0,1.734072338537132,-0.6963150673878609,2.430387405924993,1925.3000000000002,1.4774854435549956,129,Critical
13085,Dawson,GA,8547,38658,0,22.109265869936365,0.0,1.732823990219435,-0.6963150673878609,2.429139057607296,3865.8,1.4961414345643775,123,Critical
28043,Grenada,MS,1901,8616,0,22.0636025998143,0.0,1.7244014563455101,-0.6963150673878609,2.420716523733371,861.6,1.4610459142400225,135,Critical
48021,Bastrop,TX,7564,34334,0,22.030640181744044,0.0,1.7183215789731483,-0.6963150673878609,2.414636646361009,3433.4,1.4831159878166054,126,Critical
48373,Polk,TX,891,4046,0,22.021749876421158,0.0,1.7166817731175585,-0.6963150673878609,2.4129968405054196,404.6,1.4518441043032517,139,Critical
13267,Tattnall,GA,4558,20721,0,21.997007866415714,0.0,1.7121181398774783,-0.6963150673878609,2.408433207265339,2072.1,1.4657809243592035,133,Critical
48227,Howard,TX,830,3776,0,21.98093220338983,0.0,1.7091530036526883,-0.6963150673878609,2.4054680710405494,377.6,1.4470568426243295,141,Critical
32005,Douglas,NV,3687,16800,0,21.946428571428573,0.0,1.702788851278356,-0.6963150673878609,2.399103918666217,1680.0,1.4562623511997301,137,Critical
48125,Dickens,TX,5271,24101,0,21.87046180656404,0.0,1.6887768751615864,-0.6963150673878609,2.3850919425494475,2410.1,1.4551561655296683,138,Critical
47029,Cocke,TN,1475,6748,0,21.858328393598104,0.0,1.6865388820997942,-0.6963150673878609,2.382853949487655,674.8000000000001,1.436460369692593,144,Critical
31081,Hamilton,NE,1487,6811,0,21.832330054323887,0.0,1.6817435204750675,-0.6963150673878609,2.3780585878629283,681.1,1.4336461527177569,145,Critical
40145,Wagoner,OK,4208,19329,0,21.770396813078793,0.0,1.6703200104874052,-0.6963150673878609,2.366635077875266,1932.9,1.4393100467251594,143,Critical
48271,Kinney,TX,1597,7343,0,21.748604112760454,0.0,1.666300373782788,-0.6963150673878609,2.362615441170649,734.3000000000001,1.4249122647023893,147,Critical
28019,Choctaw,MS,1531,7041,0,21.74407044453913,0.0,1.6654641442691074,-0.6963150673878609,2.3617792116569682,704.1,1.424108526994181,148,Critical
13029,Bryan,GA,1780,8197,0,21.71526168110284,0.0,1.6601504033727723,-0.6963150673878609,2.356465470760633,819.7,1.42207628245638,150,Critical
48187,Guadalupe,TX,9445,43500,0,21.71264367816092,0.0,1.6596675159579763,-0.6963150673878609,2.3559825833458374,4350.0,1.4570895500075025,136,Critical
48149,Fayette,TX,33810,135707,1,24.91396906570774,0.7368816641735504,2.250148036647594,-0.10269803511482468,2.3528460717624187,13570.7,1.5474146430574511,107,Critical
24021,Frederick,MD,2474,11408,0,21.68653576437588,0.0,1.6548519434498272,-0.6963150673878609,2.3511670108376883,1140.8,1.422108206502613,149,Critical
31159,Seward,NE,1009,4653,0,21.684934450891898,0.0,1.654556583152031,-0.6963150673878609,2.350871650539892,465.3,1.4151759903239352,154,Critical
48295,Lipscomb,TX,942,4348,0,21.665133394664213,0.0,1.6509043027443566,-0.6963150673878609,2.3472193701322173,434.8,1.4126796220793303,156,Critical
17127,Massac,IL,856,3954,0,21.648963075366716,0.0,1.6479217072869732,-0.6963150673878609,2.344236774674834,395.40000000000003,1.4104960648049003,157,Critical
40131,Rogers,OK,8259,38216,0,21.61136696671551,0.0,1.6409871514000196,-0.6963150673878609,2.3373022187878805,3821.6000000000004,1.4405973312727283,142,Critical
28021,Claiborne,MS,10821,50104,0,21.597078077598596,0.0,1.638351583419753,-0.6963150673878609,2.334666650807614,5010.400000000001,1.4509039904845682,140,Critical
56019,Johnson,WY,626,2899,0,21.59365298378751,0.0,1.637719829089235,-0.6963150673878609,2.334034896477096,289.90000000000003,1.4033199378862575,159,Critical
32021,Mineral,NV,3881,17985,0,21.579093689185434,0.0,1.6350343851506244,-0.6963150673878609,2.3313494525384852,1798.5,1.416794671523091,153,Critical
13013,Barrow,GA,1297,6020,0,21.54485049833887,0.0,1.628718270818789,-0.6963150673878609,2.3250333382066497,602.0,1.4010400029239898,160,Critical
28121,Rankin,MS,5166,23991,0,21.533074903088657,0.0,1.6265462767934944,-0.6963150673878609,2.322861344181355,2399.1,1.4177078065088131,152,Critical
48467,Van Zandt,TX,4484,20840,0,21.516314779270633,0.0,1.6234548926194936,-0.6963150673878609,2.3197699600073545,2084.0,1.4127019760044126,155,Critical
51187,Warren,VA,764,3551,0,21.515066178541257,0.0,1.6232245897544104,-0.6963150673878609,2.319539657142271,355.1,1.3952747942853627,163,Critical
13067,Cobb,GA,2326,10822,0,21.493254481611533,0.0,1.6192014491482452,-0.6963150673878609,2.315516516536106,1082.2,1.4001319099216636,161,Critical
48219,Hockley,TX,7611,35468,0,21.458779745122364,0.0,1.612842626508113,-0.6963150673878609,2.309157693895974,3546.8,1.4209626163375844,151,Critical
40135,Sequoyah,OK,1504,7010,0,21.455064194008557,0.0,1.6121572976862244,-0.6963150673878609,2.3084723650740853,701.0,1.3920934190444512,165,Critical
28109,Pearl River,MS,2964,13818,0,21.450282240555797,0.0,1.6112752722677264,-0.6963150673878609,2.3075903396555875,1381.8000000000002,1.3983722037933526,162,Critical
06099,Stanislaus,CA,2606,12162,0,21.427396809735242,0.0,1.6070540827692472,-0.6963150673878609,2.303369150157108,1216.2,1.394183490094265,164,Critical
40133,Seminole,OK,2207,10320,0,21.385658914728683,0.0,1.5993555794956242,-0.6963150673878609,2.295670646883485,1032.0,1.387722388130091,167,Critical
13063,Clayton,GA,11178,52329,0,21.36100441437826,0.0,1.5948080873035184,-0.6963150673878609,2.2911231546913795,5232.900000000001,1.4270028928148277,146,Critical
02060,Bristol Bay,AK,1862,8734,0,21.3189832837188,0.0,1.5870573415629303,-0.6963150673878609,2.2833724089507914,873.4000000000001,1.3787574453704747,171,Critical
48303,Lubbock,TX,3808,17894,0,21.28087627137588,0.0,1.5800285501199538,-0.6963150673878609,2.2763436175078144,1789.4,1.3837001705046887,168,Critical
48489,Willacy,TX,1221,5741,0,21.26807176450096,0.0,1.5776667746140682,-0.6963150673878609,2.273981842001929,574.1,1.3701301052011574,175,Critical
48475,Ward,TX,4405,20758,0,21.22073417477599,0.0,1.5689354145537244,-0.6963150673878609,2.2652504819415853,2075.8,1.3799082891649512,170,Critical
06007,Butte,CA,2386,11247,0,21.21454610118254,0.0,1.567794032008938,-0.6963150673878609,2.2641090993967987,1124.7,1.3697124596380792,176,Critical
28005,Amite,MS,4675,22062,0,21.19028193273502,0.0,1.5633185360550665,-0.6963150673878609,2.2596336034429276,2206.2000000000003,1.3778421620657566,172,Critical
48231,Hunt,TX,4825,22800,0,21.162280701754383,0.0,1.5581537435245372,-0.6963150673878609,2.254468810912398,2280.0,1.3754812865474386,173,Critical
48119,Delta,TX,3916,18522,0,21.142425224057877,0.0,1.5544914251440372,-0.6963150673878609,2.250806492531898,1852.2,1.3690058955191386,177,Critical
40125,Pottawatomie,OK,4844,22912,0,21.14175977653631,0.0,1.5543686841691415,-0.6963150673878609,2.2506837515570024,2291.2000000000003,1.3733222509342013,174,Critical
12023,Columbia,FL,8329,39424,0,21.12672483766234,0.0,1.551595508231021,-0.6963150673878609,2.247910575618882,3942.4,1.388170345371329,166,Critical
39017,Butler,OH,3151,14917,0,21.123550311724877,0.0,1.5510099708358571,-0.6963150673878609,2.247325038223718,1491.7,1.3633120229342308,180,Critical
12089,Nassau,FL,3463,16400,0,21.115853658536583,0.0,1.549590332644791,-0.6963150673878609,2.245905400032652,1640.0,1.363943240019591,179,Critical
